"","Janus.Tissue.ID","Neutron","Gamma","Total.dose","X..Fractions","Gender","JM.exp.series","DISEASE","Janus.Tissue.ID.1","HTG.Sample.label","Array","Element","let.7b","miR.143","miR.145","miR.16","miR.17","miR.214","miR.23a","miR.24","miR.27a","miR.34a","miR.574.5p","miR.720","miR.1195","miR.466f.3p","miR.467b","miR.503","miR.669i","miR.690","miR.701","miR.703","miR.706","miR.709","miR.712","miR.714","miR.872","miR.881","miR.92a","miR.155","miR.15a","miR.21","miR.19a","miR.20a","GUSB","GAPDH","miR.699","miR.685","miR.923","miR.1826","miR.1308","Quality","ElementCol","ElementRow","dose_rate","age","first_irrad"
"248","D160","","G",0,300,"M",8,"FALSE","d 160","58-d160","72612B","B8",14441,4791,6023,6844,2594,10827,25706,2174,3594,669,38821,21022,35731,5650,813,297,361,34337,513,497,4000,40469,38188,37803,1683,399,6953,1359,2829,4013,388,930,161,1581,19097,33865,35746,40579,35315,"G","8","B",0.148,929,108
"249","D160","","G",0,300,"M",8,"FALSE","d 160","58-d160","72612A","B8",13101,4882,6452,7254,2017,2477,3575,2118,3650,620,27885,13029,27255,4902,479,204,219,28209,184,221,4983,25666,29470,30386,916,189,7903,115,2080,4010,216,425,139,688,17932,18650,16630,22502,30599,"G","8","B",0.148,929,108
"250","D230","N","",0,300,"M",8,"FALSE"," D 230","60-D 230","100711","D8",3651,368,318,681,1452,607,358,12923,437,51,34698,34971,2671,1819,207,NA,227,8939,NA,NA,493,13633,7636,14173,262,NA,3855,219,261,161,106,NA,362,2447,1717,4608,39721,39446,39928,"N","8","D",0.0137778,819,115
"251","D230","N","",0,300,"M",8,"FALSE"," D 230","  8-M d230","120810","H1",773,230,192,NA,363,191,198,87,233,83,10060,13720,486,32,NA,124,NA,3938,23,NA,65,1867,3090,3367,NA,23,483,40,84,32,44,NA,7588,15490,594,1686,5408,15981,12786,"N","1","H",0.0137778,819,115
"252","D230","N","",0,300,"M",8,"FALSE","d 230","59-d230","72612B","C8",2340,569,768,1914,791,501,870,449,875,231,37868,8737,9924,5756,1245,93,4673,24066,5508,239,212,27157,9418,15927,1400,629,5765,1013,512,696,155,275,NA,343,4779,13708,39926,38676,40674,"N","8","C",0.0137778,819,115
"253","D230","N","",0,300,"M",8,"FALSE","d 230","59-d230","72612A","C8",3226,629,915,1807,682,414,931,359,1015,229,34411,5957,5472,2637,179,109,1882,26257,135,183,899,27525,10140,18312,1393,452,6794,2957,1803,2793,2098,165,301,235,2928,9041,32956,32988,32581,"N","8","C",0.0137778,819,115
"254","D233","N","",0,300,"M",8,"FALSE"," D 233","49-D 233","100711","A7",1113,NA,56,NA,54,417,175,11044,159,NA,811,6729,416,1137,89,NA,NA,189,NA,NA,70,917,145,810,77,NA,869,104,NA,121,NA,55,111,381,248,59,38914,2180,1412,"N","7","A",0.0137778,820,115
"255","D233","N","",0,300,"M",8,"FALSE"," D 233","  9-Md233","120810","A2",260,31,35,3,229,93,20,5,19,1,12779,12100,1020,NA,NA,NA,NA,2848,NA,NA,216,6978,1643,1484,NA,NA,110,NA,4,NA,NA,NA,6549,14007,185,1010,16175,14429,11102,"N","2","A",0.0137778,820,115
"256","D233","N","",0,300,"M",8,"FALSE","d 233","48-d233","72612B","H6",2160,497,693,946,598,442,1692,290,615,193,34724,5989,10712,1304,781,150,199,21763,179,175,556,31709,8960,15309,333,229,3267,700,350,433,1031,402,100,488,2999,11328,34014,38458,37267,"N","6","H",0.0137778,820,115
"257","D233","N","",0,300,"M",8,"FALSE","d 233","48-d233","72612A","H6",2226,448,665,676,380,410,415,167,498,149,30971,4494,13791,1462,427,118,271,21695,114,98,672,30174,8338,16871,246,137,3113,703,336,508,592,496,NA,325,3314,8364,28247,30717,29493,"N","6","H",0.0137778,820,115
"258","D272","","G",0,300,"M",8,"FALSE"," D 272","57-D 272","100711","A8",3574,268,315,175,285,1124,313,10036,269,56,35399,35574,938,788,NA,NA,71,4023,NA,NA,NA,10109,1639,3711,74,NA,1265,80,NA,189,NA,NA,137,480,374,2254,34990,24397,30059,"G","8","A",0.148,894,115
"259","D272","","G",0,300,"M",8,"FALSE"," D 272","  13-M D272","120810","E2",335,30,52,NA,242,NA,21,NA,16,NA,9086,15964,184,NA,NA,NA,NA,1487,NA,NA,80,2084,660,705,NA,NA,65,NA,NA,NA,NA,NA,8007,14794,126,563,13608,9275,4957,"G","2","E",0.148,894,115
"260","D272","","G",0,300,"M",8,"FALSE","d 272","56-d272","72612B","H7",2726,421,839,471,631,292,653,290,616,245,39334,6857,3822,1164,366,85,782,9692,118,142,213,27002,2950,6930,240,107,2774,172,201,626,648,200,NA,400,1337,6199,37542,39727,36321,"G","7","H",0.148,894,115
"261","D272","","G",0,300,"M",8,"FALSE","d 272","56-d272","72612A","H7",11386,1639,3101,1321,460,791,1832,870,1782,624,29161,5672,13213,1584,271,195,376,27965,204,181,357,29968,5478,15421,351,178,4488,573,597,2014,859,372,100,525,5363,17029,31239,30621,31096,"G","7","H",0.148,894,115
"262","D282","","G",0,300,"M",8,"FALSE"," D 282","  14-M D282","120810","F2",138,10,13,3,165,48,20,4,9,2,2668,9915,93,3,NA,NA,NA,568,NA,NA,10,931,554,602,NA,NA,21,4,2,NA,NA,NA,5686,13217,63,321,17703,7577,3747,"G","2","F",0.148,906,115
"263","D392","N","",0,300,"M",8,"FALSE"," D 392","  10-M d392","120810","B2",191,105,66,3,214,121,9,NA,84,61,2847,4739,34,NA,NA,159,NA,161,NA,NA,61,509,160,207,NA,16,80,32,17,3,21,NA,5764,15627,50,119,4489,4244,3314,"N","2","B",0.0137778,829,101
"264","F1410","","G",1839.4,60,"M",7,"FALSE"," F 1410","  39-M f1410","120810","G5",29,2,5,NA,NA,43,7,NA,1,NA,155,1647,33,21,NA,2,7,NA,NA,NA,NA,56,NA,93,NA,NA,18,NA,NA,NA,NA,NA,12200,20814,NA,NA,18176,1487,405,"G","5","G",0.681111,842,120
"265","F1542","","G",1839.4,60,"M",7,"FALSE"," F 1542","25-F 1542","100711","A4",1221,NA,NA,NA,1258,820,158,8588,75,NA,3986,4532,694,837,NA,NA,74,643,NA,NA,167,2073,213,2537,114,NA,874,142,NA,NA,NA,NA,193,514,156,837,31361,8603,2521,"G","4","A",0.681111,841,113
"266","F1542","","G",1839.4,60,"M",7,"FALSE"," F 1542","  38-M f1542","120810","F5",204,NA,7,NA,NA,45,12,4,4,NA,959,2689,46,38,6,3,NA,93,NA,NA,NA,340,68,403,6,NA,17,1,4,NA,8,NA,11418,20351,31,161,17941,6729,939,"G","5","F",0.681111,841,113
"267","F1542","","G",1839.4,60,"M",7,"FALSE","f 1542","25-f1542","72612B","A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,226,962,829,NA,NA,NA,NA,NA,NA,NA,639,192,4481,145,NA,1181,NA,NA,NA,107,NA,NA,NA,151,89,31138,1738,395,"G","4","A",0.681111,841,113
"268","F1542","","G",1839.4,60,"M",7,"FALSE","f 1542","25-f1542","72612A","A4",NA,NA,NA,NA,NA,103,NA,NA,179,NA,1124,243,1385,1351,NA,NA,NA,NA,NA,NA,NA,632,185,6053,123,NA,674,NA,NA,NA,NA,NA,NA,NA,445,80,25078,2702,382,"G","4","A",0.681111,841,113
"269","F1602","","G",1839.4,60,"M",7,"FALSE"," F 1602","27-F 1602","100711","C4",1939,461,262,NA,180,516,353,11733,546,130,8607,20687,922,2556,212,195,68,350,NA,73,126,2134,287,2593,112,NA,1313,101,NA,NA,NA,74,528,370,2149,679,36285,13420,13276,"G","4","C",0.681111,800,99
"270","F1602","","G",1839.4,60,"M",7,"FALSE"," F 1602","  36-M f1602","120810","D5",126,62,33,NA,100,94,39,20,55,33,561,3612,51,19,NA,97,NA,43,16,2,31,170,69,166,NA,15,47,21,18,10,27,NA,8595,17649,28,92,17090,2162,2016,"G","5","D",0.681111,800,99
"271","F1602","","G",1839.4,60,"M",7,"FALSE","f 1602","27-f1602","72612B","C4",211,NA,NA,NA,NA,NA,NA,NA,NA,NA,5662,840,1252,1188,137,NA,NA,249,NA,93,82,1335,308,5263,615,NA,1468,NA,NA,NA,194,80,NA,93,121,381,35473,11837,8747,"G","4","C",0.681111,800,99
"272","F1602","","G",1839.4,60,"M",7,"FALSE","f 1602","27-f1602","72612A","C4",125,NA,NA,NA,NA,83,NA,NA,NA,NA,4728,297,1476,1757,NA,NA,NA,105,NA,NA,NA,917,272,7270,578,NA,920,NA,NA,85,396,NA,NA,NA,81,265,35360,9550,3348,"G","4","C",0.681111,800,99
"273","F1609","","G",1839.4,60,"M",7,"FALSE"," F 1609","26-F 1609","100711","B4",1446,195,85,54,213,1823,2539,11818,245,NA,4850,6337,1200,1582,221,NA,122,382,NA,NA,190,2923,392,2115,142,NA,1197,257,NA,NA,383,66,213,560,297,446,29758,8920,9659,"G","4","B",0.681111,808,99
"274","F1609","","G",1839.4,60,"M",7,"FALSE"," F 1609","  37-M f1609","120810","E5",114,NA,NA,1,NA,34,NA,NA,3,1,610,1551,38,NA,NA,NA,NA,29,NA,NA,NA,300,18,178,NA,NA,15,NA,NA,NA,NA,1,10440,20326,NA,69,21466,2489,1838,"G","5","E",0.681111,808,99
"275","F1609","","G",1839.4,60,"M",7,"FALSE","f 1609","26-f1609","72612B","B4",146,NA,NA,82,NA,197,NA,NA,NA,NA,1870,440,1176,1041,93,NA,NA,115,NA,NA,NA,1023,293,5202,1433,NA,1284,NA,NA,NA,232,NA,NA,88,196,154,39771,9009,3231,"G","4","B",0.681111,808,99
"276","F1609","","G",1839.4,60,"M",7,"FALSE","f 1609","26-f1609","72612A","B4",123,NA,NA,NA,111,261,NA,NA,NA,NA,3091,983,1536,1666,NA,NA,79,246,NA,NA,NA,1064,212,7022,120,NA,947,NA,NA,NA,169,NA,NA,100,NA,146,25562,10015,2798,"G","4","B",0.681111,808,99
"277","F1859","CONTROL","CONTROL",0,0,"M",7,"FALSE"," F 1859","  20-F1859","120810","D3",208,10,12,2,NA,37,12,4,3,NA,4330,9637,51,6,NA,2,NA,209,NA,NA,NA,968,279,479,NA,NA,35,1,NA,NA,NA,NA,4880,16462,24,203,13977,263,3417,"control","3","D",0,1178,113
"278","F186","N","",37.68,60,"M",7,"FALSE"," F 186","38-F 186","100711","F5",8832,2311,2856,2041,3199,1462,1414,12202,1348,91,30361,31789,30005,3063,NA,NA,NA,33182,NA,NA,3322,35401,32179,32721,90,NA,4333,751,646,368,131,465,615,2232,10046,16243,30499,35574,36026,"N","5","F",0.0137778,869,99
"279","F186","N","",37.68,60,"M",7,"FALSE"," F 186","  35-M F186","120810","C5",421,136,168,1,NA,108,73,25,49,3,8213,15897,1975,NA,NA,NA,NA,5311,NA,NA,NA,10211,5010,4101,NA,NA,133,NA,7,NA,NA,NA,9054,18163,755,1318,22359,19424,14097,"N","5","C",0.0137778,869,99
"280","F186","N","",37.68,60,"M",7,"FALSE","f 186","38-f186","72612B","F5",5633,3431,4200,4400,946,9731,3502,1493,2608,492,37115,6527,32388,3933,987,262,3896,34715,459,350,2791,42050,32799,35168,393,367,4458,507,1192,2427,282,673,161,1004,17266,23409,34610,37914,38536,"N","5","F",0.0137778,869,99
"281","F186","N","",37.68,60,"M",7,"FALSE","f 186","38-f186","72612A","F5",8209,3953,5153,3810,1301,1573,2566,1604,2986,444,29980,2761,30754,3792,459,230,1331,28580,298,249,5998,30228,26652,27682,311,228,6002,773,1520,2881,326,616,126,888,17215,19831,27424,30901,31463,"N","5","F",0.0137778,869,99
"282","F708","N","",37.68,60,"M",7,"FALSE"," F 708","24-F 708","100711","H3",4003,393,492,362,189,663,398,8874,381,59,28065,27737,5545,1005,125,NA,232,9274,NA,NA,141,27878,2931,5495,130,NA,1515,132,178,173,212,63,379,318,781,3398,31079,29456,28647,"N","3","H",0.0137778,820,99
"283","F708","N","",37.68,60,"M",7,"FALSE"," F 708","  32-M f708","120810","H4",306,43,58,6,168,52,33,13,30,7,9135,13233,355,6,NA,NA,NA,1187,NA,NA,NA,2702,893,808,1,NA,54,NA,NA,1,NA,NA,9117,17337,95,512,16554,14851,7133,"N","4","H",0.0137778,820,99
"284","F708","N","",37.68,60,"M",7,"FALSE","f 708","24-f708","72612B","H3",1156,189,301,262,211,411,258,159,258,141,30731,2925,2541,1033,351,NA,592,3130,NA,82,522,16780,1344,4325,156,83,1961,NA,127,159,776,130,NA,200,420,1801,32116,32873,29060,"N","3","H",0.0137778,820,99
"285","F708","N","",37.68,60,"M",7,"FALSE","f 708","24-f708","72612A","H3",1158,192,316,222,180,163,198,109,219,98,28042,1795,3385,1516,151,NA,259,3539,NA,NA,219,16818,1164,5826,185,NA,1384,79,144,175,587,79,NA,157,447,1410,30603,29540,26593,"N","3","H",0.0137778,820,99
"286","F731","N","",37.68,60,"M",7,"FALSE"," F 731","  34-M f731","120810","B5",89,15,15,2,44,67,22,5,13,6,1013,5321,52,58,NA,20,7,154,2,NA,9,702,229,248,NA,NA,56,3,4,3,7,NA,8696,13445,56,257,21432,9682,1179,"N","5","B",0.0137778,837,99
"287","F809","N","",37.68,60,"M",7,"FALSE"," F 809","23-F 809","100711","G3",2186,179,208,354,488,559,218,10908,247,NA,28937,26873,1617,1465,100,NA,319,7085,NA,NA,215,21003,4264,6562,64,NA,1438,376,240,214,257,390,152,383,1074,3609,28918,30322,26798,"N","3","G",0.0137778,834,100
"288","F809","N","",37.68,60,"M",7,"FALSE"," F 809","  33-M f809","120810","A5",198,23,34,NA,NA,61,16,4,21,2,4861,8187,194,8,NA,1,NA,970,NA,NA,NA,1717,1261,867,NA,NA,95,2,NA,NA,NA,1,5590,15819,100,510,14464,14178,4839,"N","5","A",0.0137778,834,100
"289","F809","N","",37.68,60,"M",7,"FALSE","f 809","23-f809","72612B","G3",2187,509,658,1355,526,404,613,368,661,196,34908,3693,4510,1225,610,123,2495,18198,162,169,463,33837,7953,11802,1008,201,3079,385,402,896,979,320,NA,404,3340,10212,28309,36473,35004,"N","3","G",0.0137778,834,100
"290","F809","N","",37.68,60,"M",7,"FALSE","f 809","23-f809","72612A","G3",2354,526,684,1435,748,414,549,344,643,189,28959,2631,6069,1864,239,84,1017,20781,91,NA,1039,27060,8222,14262,453,78,3937,953,1373,1020,630,957,NA,346,4053,9633,26886,28303,28086,"N","3","G",0.0137778,834,100
"291","H1535","N","",0.94,1,"F",4,"FALSE"," H 1535","21-H 1535","100711","E3",3056,470,403,1458,1245,694,997,11169,802,93,22064,30924,1949,2161,59,59,359,16725,NA,NA,399,21973,4507,8945,125,NA,4239,170,397,238,125,220,523,6064,3368,9433,31889,31785,29146,"N","3","E",0.047,812,115
"292","H1535","N","",0.94,1,"F",4,"FALSE"," H 1535","  24-F h1535","120810","H3",232,56,50,NA,195,112,90,54,95,10,2046,9434,218,14,NA,2,NA,2599,NA,1,NA,2294,1278,1029,NA,NA,286,NA,35,8,NA,NA,8861,16218,313,1572,7561,15038,4548,"N","3","H",0.047,812,115
"293","H1535","N","",0.94,1,"F",4,"FALSE","h 1535","21-h1535","72612B","E3",472,241,238,715,324,299,351,167,364,99,6080,1892,1844,1190,310,NA,222,3841,84,87,118,8140,1544,4708,734,81,2375,NA,171,465,679,181,NA,222,1128,3318,28206,36230,17958,"N","3","E",0.047,812,115
"294","H1535","N","",0.94,1,"F",4,"FALSE","h 1535","21-h1535","72612A","E3",737,408,401,1082,650,427,541,252,570,127,17890,3907,2756,2611,165,84,5794,10521,91,81,1198,15189,1962,8300,417,NA,2542,NA,325,781,186,150,NA,221,2380,5815,23724,28831,22882,"N","3","E",0.047,812,115
"295","H1577","N","",0.94,1,"F",4,"FALSE"," H 1577","20-H 1577","100711","D3",7714,683,640,1496,2347,5215,968,10897,836,183,29315,25292,16160,1532,80,65,5376,31209,NA,55,1424,27768,24501,28775,130,NA,6117,1140,432,504,104,430,588,686,16604,21906,24659,28167,30535,"N","3","D",0.047,826,115
"296","H1577","N","",0.94,1,"F",4,"FALSE"," H 1577","  26-F h1577","120810","B4",473,522,309,10,922,765,376,186,537,286,6252,16502,535,134,50,765,64,2651,204,37,289,6281,2552,1912,22,208,345,242,236,172,211,20,6847,17213,443,1173,21446,19054,10316,"N","4","B",0.047,826,115
"297","H1577","N","",0.94,1,"F",4,"FALSE","h 1577","20-h1577","72612B","D3",2971,679,800,1551,917,990,841,627,986,336,36427,5625,16505,2346,3384,384,360,35521,5475,420,441,41731,32310,34120,2262,393,4309,358,546,1539,275,530,136,674,12196,25933,33650,36963,39501,"N","3","D",0.047,826,115
"298","H1577","N","",0.94,1,"F",4,"FALSE","h 1577","20-h1577","72612A","D3",4277,715,832,1913,1210,1100,1102,570,1058,343,31691,7074,22511,1857,313,207,2708,28887,238,176,2010,28851,24714,24395,522,200,6251,3471,4503,3194,542,499,273,578,14250,22754,27660,28519,29674,"N","3","D",0.047,826,115
"299","H1596","N","",2.35,1,"F",9,"FALSE"," H 1596","  22-F h1596","120810","F3",NA,10,5,NA,630,NA,11,NA,6,NA,739,9477,175,29,NA,NA,NA,83,NA,NA,133,2913,2091,1125,NA,NA,40,4,NA,NA,NA,NA,7758,17684,187,653,8492,19429,6431,"N","3","F",0.1175,833,115
"300","H1608","","G",21.57,1,"F",9,"FALSE","H 1608","  16-F h1608","120810","H2",606,1014,636,20,1443,1280,941,439,1175,578,572,10476,615,348,154,1444,118,628,505,153,653,425,815,491,73,497,959,557,543,315,551,43,7034,14773,547,745,16722,2616,5892,"G","2","H",1.0785,801,122
"301","H1613","","G",21.57,1,"F",9,"FALSE"," H 1613","69-H 1613","100711","E9",5778,321,284,662,935,1261,819,12666,636,123,33791,34441,5792,1518,61,63,274,24176,NA,51,474,32188,11374,22668,101,NA,4044,148,272,309,111,121,550,1052,2732,11794,32046,29667,36950,"G","9","E",1.0785,837,115
"302","H1613","","G",21.57,1,"F",9,"FALSE"," H 1613","  17-F h1613","120810","A3",379,18,25,5,210,51,26,7,41,4,13727,15539,378,NA,NA,NA,NA,2297,NA,NA,NA,3735,1467,1775,NA,NA,152,NA,5,NA,NA,3,4501,13029,166,1049,5327,14146,11250,"G","3","A",1.0785,837,115
"303","H1613","","G",21.57,1,"F",9,"FALSE","h 1613","67-h1613","72612B","C9",3922,1120,495,1026,644,1973,926,1392,1103,317,32130,5129,11695,1725,2392,268,4061,27666,1585,359,212,35702,9110,23039,533,330,4460,288,1125,1154,471,461,581,754,12617,18311,31189,33176,37006,"G","9","C",1.0785,837,115
"304","H1613","","G",21.57,1,"F",9,"FALSE","h 1613","67-h1613","72612A","C9",3790,374,379,823,581,634,751,373,854,247,31575,4068,9561,1621,216,164,1026,23317,213,149,169,33838,6726,23030,1061,150,4225,111,604,1489,3182,715,NA,439,3613,13866,26775,30009,29545,"G","9","C",1.0785,837,115
"305","H1650","N","",37.68,1,"F",9,"FALSE"," H 1650","70-H 1650","100711","F9",3083,376,324,385,752,555,438,12673,403,82,23183,30556,1207,1614,71,NA,913,3067,NA,NA,294,11224,2700,6155,146,NA,2036,482,147,207,2997,92,3270,692,1293,2996,33398,34031,22140,"N","9","F",1.884,808,115
"306","H1650","N","",37.68,1,"F",9,"FALSE"," H 1650","  28-F h1650","120810","D4",150,130,67,5,201,175,113,37,122,84,643,3350,132,36,15,163,17,279,44,9,65,566,199,219,NA,53,130,67,24,28,51,5,11583,19224,100,220,23016,9176,1607,"N","4","D",1.884,808,115
"307","H1650","N","",37.68,1,"F",9,"FALSE","H 1650","68-H 1650","72612B","D9",1988,565,605,809,415,1819,1136,423,657,218,32941,1956,4831,1449,547,145,682,6651,138,155,134,22611,3913,11462,727,157,3035,NA,325,605,173,198,NA,370,3997,8552,34336,35399,37030,"N","9","D",1.884,808,115
"308","H1650","N","",37.68,1,"F",9,"FALSE","H 1650","68-H 1650","72612A","D9",1931,572,480,609,298,264,581,298,538,189,30562,1221,3629,2158,215,107,76,6311,91,96,NA,18463,2195,11765,364,128,2822,NA,234,764,440,119,NA,240,3076,4727,22788,28498,28396,"N","9","D",1.884,808,115
"309","H1662","N","",2.35,1,"F",9,"FALSE"," H 1662","63-H 1662","100711","G8",3104,374,440,667,210,654,544,12485,537,65,31806,29372,2046,1730,92,NA,86,7477,NA,NA,202,17427,3673,6258,138,NA,2931,191,237,97,NA,77,240,447,1247,4716,25424,31702,26142,"N","8","G",0.1175,856,115
"310","H1662","N","",2.35,1,"F",9,"FALSE"," H 1662","  23-F h1662","120810","G3",376,204,145,1,380,285,188,76,242,120,3564,11356,192,55,15,239,NA,1011,82,13,89,1203,882,715,8,69,311,113,81,62,107,10,8243,16983,239,611,14165,16744,5871,"N","3","G",0.1175,856,115
"311","H1662","N","",2.35,1,"F",9,"FALSE","h 1662","62-h1662","72612B","F8",1512,357,453,879,260,6365,687,221,524,145,35045,3971,2764,1345,489,86,316,9657,NA,117,102,17125,2513,6887,569,129,3069,179,216,401,587,183,NA,247,1355,4772,32090,37687,29758,"N","8","F",0.1175,856,115
"312","H1662","N","",2.35,1,"F",9,"FALSE","h 1662","62-h1662","72612A","F8",1340,367,495,858,842,264,514,215,545,158,31807,3322,3529,2042,256,85,1637,11030,NA,97,289,20849,2675,8717,317,80,3584,1334,395,561,491,396,NA,309,1470,4435,32466,33750,25685,"N","8","F",0.1175,856,115
"313","H1801","","G",21.57,1,"F",9,"FALSE"," H 1801","68-H 1801","100711","D9",3231,78,55,134,457,678,157,12393,191,NA,28374,27482,869,1583,71,NA,543,2738,NA,NA,171,7653,4330,12018,114,NA,2089,208,240,280,109,128,1707,933,867,2274,33883,29999,32350,"G","9","D",1.0785,900,122
"314","H1801","","G",21.57,1,"F",9,"FALSE"," H 1801","  18-F h1801","120810","B3",104,9,7,NA,138,30,12,1,10,1,3548,8152,64,6,NA,NA,NA,378,NA,NA,NA,1068,1248,1347,NA,NA,68,NA,1,NA,NA,2,7477,15179,117,487,5227,15424,4016,"G","3","B",1.0785,900,122
"315","H1801","","G",21.57,1,"F",9,"FALSE","h 1801","66-h1801","72612B","B9",620,111,152,282,176,699,1019,100,199,106,29607,737,6591,3491,1054,224,349,3257,5291,1410,NA,6871,3722,12891,984,280,2150,115,170,144,125,182,NA,255,3675,3239,35380,35709,36282,"G","9","B",1.0785,900,122
"316","H1801","","G",21.57,1,"F",9,"FALSE","h 1801","66-h1801","72612A","B9",549,96,136,194,265,213,113,NA,145,NA,28057,1192,2206,1763,148,83,183,1670,NA,NA,88,6183,2460,12347,562,NA,1889,NA,NA,80,NA,88,NA,150,806,2275,29644,27204,29516,"G","9","B",1.0785,900,122
"317","H1859","N","",2.35,1,"F",9,"FALSE"," H 1859","66-H 1859","100711","B9",2396,102,103,96,1036,452,96,10939,134,NA,32405,33319,759,1123,NA,NA,162,1431,NA,NA,176,10055,2654,6200,NA,NA,763,65,NA,NA,NA,69,302,1441,418,1299,36232,32028,31616,"N","9","B",0.1175,807,115
"318","H1859","N","",2.35,1,"F",9,"FALSE","h 1859","64-h1859","72612B","H8",692,85,123,135,109,77,117,NA,148,78,34415,1310,1736,1142,364,NA,102,859,NA,98,NA,5141,1241,5401,231,96,2213,NA,NA,110,327,128,NA,179,248,1259,39131,30621,32742,"N","8","H",0.1175,807,115
"319","H1859","N","",2.35,1,"F",9,"FALSE","h 1859","64-h1859","72612A","H8",663,NA,136,102,152,96,83,NA,146,81,32183,1558,2215,1926,159,NA,212,1335,NA,83,113,7589,1118,7705,223,NA,1948,NA,80,189,321,90,NA,141,322,1215,32855,30841,30541,"N","8","H",0.1175,807,115
"320","H1865","N","",37.68,1,"F",9,"FALSE"," H 1865","  29-F h1865","120810","E4",586,539,304,8,860,621,426,163,520,345,6935,16668,433,171,69,695,60,1568,250,55,305,2214,1837,2539,39,242,682,306,256,206,352,33,11184,18307,467,1202,8733,17972,11778,"N","4","E",1.884,816,122
"321","H1926","N","",0.94,1,"F",4,"FALSE"," H 1926","18-H 1926","100711","B3",2219,146,169,134,808,1192,183,8232,250,78,30553,31814,1163,1215,NA,NA,338,2929,NA,NA,852,11495,2345,4476,85,NA,1870,331,88,52,NA,148,443,1391,532,1458,32055,27931,30089,"N","3","B",0.047,824,115
"322","H1926","N","",0.94,1,"F",4,"FALSE"," H 1926","  25-F h1926","120810","A4",NA,16,24,NA,NA,39,13,7,18,NA,5185,11963,198,5,NA,NA,NA,564,NA,NA,NA,1021,539,519,NA,NA,44,NA,NA,NA,NA,NA,3473,13547,39,291,10820,9362,2942,"N","4","A",0.047,824,115
"323","H1926","N","",0.94,1,"F",4,"FALSE","h 1926","18-h1926","72612B","B3",1015,171,224,204,225,225,169,82,192,164,36300,1678,1829,878,199,NA,657,2073,385,113,229,10474,1534,5625,1193,137,2100,147,103,237,282,120,NA,157,2136,2214,37122,36373,32659,"N","3","B",0.047,824,115
"324","H1926","N","",0.94,1,"F",4,"FALSE","h 1926","18-h1926","72612A","B3",921,127,191,202,196,150,176,NA,168,89,30770,1400,2228,1555,105,NA,889,1960,NA,NA,1354,9839,1383,6201,506,NA,3091,1014,102,186,NA,122,NA,94,481,2816,28277,29176,26888,"N","3","B",0.047,824,115
"325","H2069","N","",37.68,1,"F",9,"FALSE"," H 2069","71-H 2069","100711","G9",2688,135,178,65,80,592,263,11979,189,NA,27980,28544,908,1177,72,NA,211,1126,NA,NA,99,6569,685,1912,72,NA,1055,359,NA,114,188,195,633,931,230,1237,28520,19591,9438,"N","9","G",1.884,817,121
"326","H2069","N","",37.68,1,"F",9,"FALSE"," H 2069","  30-F h2069","120810","F4",NA,NA,2,2,NA,NA,NA,NA,NA,NA,158,1221,NA,8,NA,NA,NA,8,NA,NA,1,65,15,48,NA,NA,15,3,NA,NA,NA,NA,7872,17807,NA,11,18975,380,110,"N","4","F",1.884,817,121
"327","H2069","N","",37.68,1,"F",9,"FALSE","h 2069","69-h2069","72612B","E9",1188,279,366,611,418,455,467,173,293,201,33115,1569,2619,1454,423,262,778,2256,195,669,468,10468,1067,5131,517,246,2481,137,278,270,582,168,328,371,414,2479,32588,35922,20547,"N","9","E",1.884,817,121
"328","H2069","N","",37.68,1,"F",9,"FALSE","h 2069","69-h2069","72612A","E9",1324,205,337,141,124,181,138,NA,182,125,33114,1058,2907,2025,172,80,276,2798,NA,106,330,12107,1163,7087,363,NA,2119,384,605,312,248,97,NA,131,414,2107,32243,33661,14770,"N","9","E",1.884,817,121
"329","H2168","control","control",0,0,"F",9,"FALSE"," H 2168","83-H 2168","100711","C11",1555,NA,NA,53,115,430,82,8627,133,NA,2355,10092,782,1109,54,NA,230,201,NA,NA,135,2946,719,3065,261,NA,1038,157,67,53,NA,71,460,348,358,1554,28426,29030,2111,"control","11","C",0,806,122
"330","H2168","control","control",0,0,"F",9,"FALSE"," H 2168","  44-F h2168","120810","D6",120,4,NA,NA,NA,NA,11,3,6,5,404,3579,39,12,1,NA,9,59,NA,1,NA,449,120,258,NA,NA,36,2,NA,NA,4,NA,9086,20039,110,344,15449,15297,604,"control","6","D",0,806,122
"331","H2168","control","control",0,0,"F",9,"FALSE","h 2168","81-h2168","72612B","A11",847,155,147,216,331,878,174,81,214,83,4597,924,7427,989,350,78,95,1745,267,87,NA,5683,1437,7241,357,108,1805,80,87,221,438,141,NA,654,2542,3488,31277,29848,7239,"control","11","A",0,806,122
"332","H2168","control","control",0,0,"F",9,"FALSE","h 2168","85-h2168","72612B","E11",602,116,133,206,127,581,154,83,186,104,3392,236,2247,1380,390,NA,123,430,NA,91,NA,5179,1401,6480,501,NA,1996,NA,NA,210,NA,134,NA,194,1042,3339,34438,38036,5904,"control","11","E",0,806,122
