"","Janus.Tissue.ID","Neutron","Gamma","Total.dose","X..Fractions","Gender","JM.exp.series","DISEASE","Janus.Tissue.ID.1","HTG.Sample.label","Array","Element","let.7b","miR.143","miR.145","miR.16","miR.17","miR.214","miR.23a","miR.24","miR.27a","miR.34a","miR.574.5p","miR.720","miR.1195","miR.466f.3p","miR.467b","miR.503","miR.669i","miR.690","miR.701","miR.703","miR.706","miR.709","miR.712","miR.714","miR.872","miR.881","miR.92a","miR.155","miR.15a","miR.21","miR.19a","miR.20a","GUSB","GAPDH","miR.699","miR.685","miR.923","miR.1826","miR.1308","Quality","ElementCol","ElementRow","dose_rate","age","first_irrad"
"79","B1822","control","control",0,0,"M",3,"FALSE","b 1822","90-b1822","72612B","B12",765,88,97,204,134,757,1174,79,113,NA,21425,2504,3654,1494,456,NA,265,1706,235,76,NA,4679,2146,6766,674,NA,1380,NA,78,86,142,NA,NA,180,817,1649,29400,27859,26326,"control","12","B",0,822,115
"80","B1822","control","control",0,0,"M",3,"FALSE","b 1822","28-b1822","72612A","D4",1462,163,232,534,2012,221,210,NA,218,96,31458,4204,2687,1789,146,NA,3620,9223,NA,NA,7239,24409,3867,13896,386,NA,8947,4502,281,384,332,106,NA,1425,917,6721,32115,33705,29812,"control","4","D",0,822,115
"81","B1822","control","control",0,0,"M",3,"FALSE","b 1822","90-b1822","72612A","B12",400,NA,138,141,93,276,80,NA,94,94,20098,1590,1674,1276,299,108,NA,1592,331,294,NA,3954,1383,6292,631,257,1033,NA,NA,NA,182,NA,NA,NA,493,938,23577,24103,22129,"control","12","B",0,822,115
"82","B1829","N","",37.68,1,"M",3,"FALSE"," B 1829","  87-M b1829","120810","G11",130,NA,NA,NA,15,22,NA,NA,NA,NA,246,1256,NA,NA,NA,NA,NA,27,NA,NA,1,106,53,105,NA,NA,17,NA,NA,NA,1,NA,8542,15842,NA,NA,15826,2949,378,"N","11","G",1.884,826,115
"83","B1829","N","",37.68,1,"M",3,"FALSE","B 1829","52-B 1829","72612B","D7",422,103,138,149,239,372,102,NA,118,NA,12796,641,2012,1126,205,NA,258,1223,NA,117,NA,4155,1053,5431,353,NA,2164,NA,79,83,555,83,NA,196,422,1285,38294,36351,17399,"N","7","D",1.884,826,115
"84","B1829","N","",37.68,1,"M",3,"FALSE","B 1829","52-B 1829","72612A","D7",255,NA,119,85,81,147,NA,NA,NA,NA,9454,299,2442,2004,NA,NA,NA,965,NA,NA,NA,2868,708,6187,351,NA,1572,NA,95,196,539,NA,95,94,251,804,30724,30718,9359,"N","7","D",1.884,826,115
"85","B1829","N","",37.68,1,"M",3,"FALSE"," B 1829","53-B 1829","100711","E7",2498,85,92,78,278,469,94,12903,166,NA,10131,23498,1048,1701,241,NA,147,961,NA,NA,138,3496,1157,4336,106,NA,1757,202,NA,NA,72,95,806,627,374,810,37890,34251,16137,"N","7","E",1.884,826,115
"86","B1866","","G",545.7,1,"M",3,"FALSE"," B 1866","56-B 1866","100711","H7",1208,NA,52,NA,75,559,65,10909,103,NA,10952,27828,2414,1260,93,NA,492,540,NA,NA,227,3229,673,1789,141,NA,1584,170,NA,NA,188,164,267,349,149,453,35196,21140,14943,"G","7","H",27.285,934,109
"87","B1866","","G",545.7,1,"M",3,"FALSE"," B 1866","  92-M B1866","120810","D12",563,169,113,3,254,252,133,81,171,85,4650,10909,256,33,10,275,17,531,48,12,72,918,662,667,NA,38,179,74,72,48,71,1,7480,14722,94,398,13468,9378,6421,"G","12","D",27.285,934,109
"88","B1866","","G",545.7,1,"M",3,"FALSE","b 1866","55-b1866","72612B","G7",2282,455,630,593,340,308,604,270,548,238,38679,3301,3439,1409,306,138,134,10178,164,178,124,28314,3750,10135,674,134,3214,213,244,494,651,254,NA,396,1173,5786,30009,38617,38162,"G","7","G",27.285,934,109
"89","B1866","","G",545.7,1,"M",3,"FALSE","b 1866","55-b1866","72612A","G7",1416,227,328,345,224,226,267,147,286,141,32847,1697,3026,1897,165,88,625,6529,88,81,228,13879,2413,8618,214,77,2528,263,337,814,537,156,NA,194,595,2564,29257,32852,31344,"G","7","G",27.285,934,109
"90","B1887","N","",56,1,"M",3,"FALSE"," B 1887","49-B1887","102011","A7",150,NA,NA,59,56,270,NA,3046,NA,NA,2537,30404,288,147,NA,NA,NA,308,NA,NA,NA,1766,413,1221,NA,NA,195,NA,NA,NA,NA,NA,NA,67,140,277,32088,30167,11909,"N","7","A",2.826,850,115
"91","B1887","N","",56,1,"M",3,"FALSE"," B 1887","","4022012","A7",1663,541,NA,88,257,4198,183,9414,116,NA,2400,32985,681,1359,98,NA,NA,336,NA,NA,NA,1907,541,2569,102,NA,693,98,NA,NA,NA,NA,136,287,328,251,34183,28834,13055,"N","7","A",2.826,850,115
"92","B191","N","",18.84,1,"F",3,"FALSE"," B 191","31-B191","102011","G4",4070,996,1782,663,353,372,863,3393,766,NA,30540,30954,14537,435,NA,NA,106,24482,NA,NA,471,31925,4623,5270,NA,NA,899,166,120,NA,250,NA,226,NA,1968,5332,28802,31176,23898,"N","4","G",0.942,747,110
"93","B191","N","",18.84,1,"F",3,"FALSE"," B 191","","4022012","G4",12273,3636,4714,2756,654,1726,3191,9796,2514,618,26387,23956,30805,2419,135,77,507,32464,478,NA,2330,27447,10400,16989,219,NA,2817,1748,758,980,250,707,325,427,6246,12288,29962,27325,28718,"N","4","G",0.942,747,110
"94","B214","N","",56,1,"M",3,"FALSE"," B 214","55-B214","102011","G7",4789,841,886,1484,257,311,886,2902,978,NA,32722,30826,14443,405,NA,NA,NA,26846,NA,NA,539,31146,8327,11640,NA,NA,2594,152,314,165,228,NA,174,95,4032,9516,29053,32379,29011,"N","7","G",2.826,766,103
"95","B214","N","",56,1,"M",3,"FALSE"," B 214","","4022012","G7",13299,3674,3187,6306,934,1735,3686,8764,3073,789,30381,28230,31348,2602,143,228,1363,28796,565,NA,2844,29889,19188,25608,401,190,6446,978,1971,1862,407,157,863,519,11399,21475,30683,34242,30454,"N","7","G",2.826,766,103
"96","B2271","N","",18.84,1,"F",3,"FALSE"," B 2271","27-B2271","102011","C4",367,NA,NA,NA,NA,88,NA,2960,NA,NA,3634,19311,326,202,NA,NA,NA,196,NA,NA,NA,935,504,1740,99,NA,181,NA,NA,NA,81,NA,NA,51,86,203,33684,10622,8380,"N","4","C",0.942,789,123
"97","B2271","N","",18.84,1,"F",3,"FALSE"," B 2271","27-B2271","102011","C4",367,NA,NA,NA,NA,88,NA,2960,NA,NA,3634,19311,326,202,NA,NA,NA,196,NA,NA,NA,935,504,1740,99,NA,181,NA,NA,NA,81,NA,NA,51,86,203,33684,10622,8380,"N","4","C",0.942,1195,115
"98","B2271","N","",18.84,1,"F",3,"FALSE"," B 2271","","4022012","C4",1453,194,NA,NA,362,465,197,9839,98,NA,24047,31412,1076,1461,NA,NA,120,1554,NA,NA,NA,3640,1336,5296,179,NA,825,NA,NA,NA,307,NA,526,417,394,1321,30212,32164,19839,"N","4","C",0.942,789,123
"99","B2271","N","",18.84,1,"F",3,"FALSE"," B 2271","","4022012","C4",1453,194,NA,NA,362,465,197,9839,98,NA,24047,31412,1076,1461,NA,NA,120,1554,NA,NA,NA,3640,1336,5296,179,NA,825,NA,NA,NA,307,NA,526,417,394,1321,30212,32164,19839,"N","4","C",0.942,1195,115
"100","B261","control","control",0,0,"M",3,"FALSE"," B 261","35-B261","102011","C5",8532,1812,1575,3733,622,515,1418,3456,1889,NA,32735,30006,23953,916,NA,NA,NA,22811,NA,NA,2872,31550,17651,25767,NA,NA,3763,NA,722,718,NA,NA,147,393,12493,21724,27163,32294,31273,"control","5","C",0,817,110
"101","B281","N","",37.68,1,"M",3,"FALSE"," B 281","  88-M B281","120810","H11",1314,202,204,NA,297,233,147,119,183,28,14785,16523,6901,200,NA,12,NA,13889,NA,NA,1455,9430,7502,5100,NA,NA,1028,NA,151,27,NA,8,9233,15318,1276,4038,16135,15088,14746,"N","11","H",1.884,836,117
"102","B305","","G",399,1,"F",3,"FALSE"," B 305","20-B305","102011","D3",341,1135,967,5769,2046,591,1347,3161,1340,NA,31013,30088,25934,538,NA,152,115,23242,NA,NA,1338,30753,26693,27120,NA,NA,6578,NA,1527,348,243,NA,1095,NA,9544,20302,27934,30834,30768,"G","3","D",19.995,848,110
"103","B305","","G",399,1,"F",3,"FALSE"," B 305","","4022012","D3",11864,3040,15475,19400,4911,2206,3726,10548,3053,754,29632,24726,29596,2744,169,584,835,25838,898,99,4601,29560,26471,19706,152,NA,13010,273,4133,2306,761,225,805,1201,16687,21023,27967,29723,28783,"G","3","D",19.995,848,110
"104","B339","","G",197.55,1,"M",3,"FALSE"," B 339","50-B 339","100711","B7",25396,8678,12000,7356,1570,3999,6956,13064,6251,1147,28044,26376,31879,3745,85,179,467,31991,NA,90,11107,35271,35881,35814,101,NA,8747,142,1738,1820,155,114,839,1459,19530,28105,27381,24146,31768,"G","7","B",9.8775,873,117
"105","B339","","G",197.55,1,"M",3,"FALSE"," B 339","  94-M B339","120810","F12",1164,324,433,NA,NA,142,189,150,186,NA,7838,13193,3088,16,NA,NA,NA,7756,NA,NA,88,9635,5070,3445,NA,NA,174,NA,19,6,NA,NA,6631,6358,954,1366,16574,13952,5763,"G","12","F",9.8775,873,117
"106","B339","","G",197.55,1,"M",3,"FALSE","b 339","49-b339","72612B","A7",15472,7468,9608,7000,1259,2206,4746,2967,5424,1032,35985,4628,28627,5761,729,304,3625,29691,399,350,9437,38086,32658,35788,331,367,6397,471,1731,6225,262,424,177,888,19546,28893,27967,32959,35555,"G","7","A",9.8775,873,117
"107","B339","","G",197.55,1,"M",3,"FALSE","b 339","49-b339","72612A","A7",17442,7970,9978,5791,1298,3459,5417,3056,5471,887,31855,2806,19596,6568,401,274,1887,23298,296,209,12184,29661,27565,30066,280,222,5729,857,1951,6269,215,944,144,729,20569,21689,23036,28679,29399,"G","7","A",9.8775,873,117
"108","B356","control","control",0,0,"M",3,"FALSE"," B 356","8-B 356","100711","H1",17813,6426,7555,5367,1367,2664,3322,8095,3453,341,21032,21362,26535,1574,100,74,921,28584,NA,NA,2706,20664,23367,25082,56,NA,6462,487,1867,857,174,102,298,952,16504,20453,24804,22140,24100,"control","1","H",0,880,117
"109","B356","control","control",0,0,"M",3,"FALSE","B 356","8-B356","72612B","H1",7680,3795,4497,4598,1444,1545,2469,1677,2746,495,29298,3855,21502,2973,792,237,1020,27198,323,269,2717,29308,26187,28912,336,250,4444,182,1199,2680,245,489,160,799,14109,22079,21922,28378,24145,"control","1","H",0,880,117
"110","B356","control","control",0,0,"M",3,"FALSE","B 356","94-B356","72612B","F12",10222,4326,5702,5215,1537,1974,2804,1367,3384,577,31731,9873,25920,3104,1166,361,7590,25221,440,356,2345,33531,30327,30096,756,289,5435,245,1448,3351,335,576,195,828,14583,28691,26579,30709,30852,"control","12","F",0,880,117
"111","B356","control","control",0,0,"M",3,"FALSE","B 356","8-B356","72612A","H1",10128,4311,5542,4970,1504,1385,2817,1738,3173,491,23057,2897,21500,3171,478,220,1232,19402,249,252,3480,22425,20253,17861,416,219,5801,1216,2063,3427,325,703,174,590,15155,17180,21632,22945,23965,"control","1","H",0,880,117
"112","B356","control","control",0,0,"M",3,"FALSE","B 356","94-B356","72612A","F12",9259,3412,4627,3471,1155,1677,2491,1225,2838,413,26689,5974,21663,3342,955,196,348,22165,3450,270,2415,28016,26780,22737,4030,283,4862,150,1339,2961,2071,374,NA,653,14340,17893,21505,26753,25554,"control","12","F",0,880,117
"113","B374","","G",399,1,"M",3,"FALSE"," B 374","54-B374","102011","F7",375,NA,NA,NA,NA,225,NA,3729,NA,NA,377,376,306,465,NA,NA,NA,108,NA,51,65,297,150,595,124,NA,325,58,NA,NA,248,NA,403,236,NA,153,34395,4313,438,"G","7","F",19.995,884,110
"114","B374","","G",399,1,"M",3,"FALSE"," B 374","","4022012","F7",1134,NA,NA,NA,NA,522,110,10359,NA,NA,1575,926,734,1573,100,NA,NA,274,NA,NA,NA,841,340,2278,142,NA,749,124,NA,NA,107,NA,251,344,198,488,35221,13190,725,"G","7","F",19.995,884,110
"115","B375","N","",56,1,"M",3,"FALSE"," B 375","50-B375","102011","B7",2622,951,828,423,107,331,481,3144,343,NA,31800,30929,4246,305,NA,NA,NA,16094,NA,NA,NA,28599,3859,8213,NA,NA,634,NA,NA,NA,NA,NA,1425,140,2459,3461,31033,33531,10820,"N","7","B",2.826,702,109
"116","B375","N","",56,1,"M",3,"FALSE"," B 375","","4022012","B7",8454,3525,2923,1818,608,2013,2626,11032,1693,330,31655,24702,14757,2127,179,107,193,27832,277,NA,337,31317,12944,24903,395,96,2415,213,458,490,105,NA,268,512,7151,9571,21933,31679,23400,"N","7","B",2.826,702,109
"117","B376","","G",399,1,"M",3,"FALSE"," B 376","40-B376","102011","H5",7726,874,925,2253,1202,649,1263,3161,1697,NA,30203,28913,21625,554,NA,NA,NA,24017,NA,NA,1734,29476,19338,20675,NA,NA,5372,91,657,402,145,99,276,598,6324,18096,26219,30002,29994,"G","5","H",19.995,892,117
"118","B376","","G",399,1,"M",3,"FALSE"," B 376","","4022012","H5",24478,3350,3106,10614,4093,2733,4299,9095,4255,1132,27066,25176,32208,2601,98,313,705,30594,1260,NA,7440,30827,29128,25034,139,NA,16142,1110,2686,3172,461,293,937,2192,24116,25271,31456,29949,31478,"G","5","H",19.995,892,117
"119","B379","N","",18.84,1,"F",3,"FALSE"," B 379","53-B379","102011","E7",5559,1583,1676,2317,717,483,1287,3872,1198,NA,31769,28361,21352,529,NA,NA,NA,24991,NA,NA,1225,30726,16211,19579,NA,NA,2456,NA,457,112,NA,NA,220,213,6359,13075,25468,31203,31069,"N","7","E",0.942,705,109
"120","B382","","G",399,1,"F",3,"FALSE"," B 382","13-B382","102011","E2",2279,526,557,567,1052,352,356,1833,348,NA,28051,25792,11075,160,NA,NA,191,21694,NA,NA,1410,27870,16423,20257,NA,NA,933,NA,131,NA,NA,NA,NA,NA,2723,8476,27510,28490,26707,"G","2","E",19.995,896,117
"121","B382","","G",399,1,"F",3,"FALSE"," B 382","","4022012","E2",7175,2778,2181,3674,1968,1742,1884,8767,1691,160,25434,19791,27794,1749,112,131,690,24747,344,NA,1504,25842,25386,23575,540,294,3090,187,837,843,812,NA,420,921,9398,17302,24743,24798,26747,"G","2","E",19.995,896,117
"122","B408","N","",37,1,"M",3,"FALSE"," B 408","19-B408","102011","C3",2097,367,617,543,366,203,326,3098,305,NA,32717,31524,4536,226,NA,NA,NA,22069,NA,NA,192,18087,2183,3641,NA,NA,888,NA,NA,NA,NA,NA,57,53,956,4123,30384,31027,28370,"N","3","C",1.884,720,109
"123","B408","N","",37,1,"M",3,"FALSE"," B 408","","4022012","C3",6199,1347,1545,1907,1097,2614,1714,9747,1187,190,28589,20053,15803,1819,145,85,211,25769,154,NA,383,26849,4808,9222,606,NA,2716,134,445,331,106,NA,303,364,3281,8725,21211,27357,27098,"N","3","C",1.884,720,109
"124","B439","N","",37,1,"M",3,"FALSE"," B 439","52-B439","102011","D7",5535,1770,1204,2791,659,640,1517,3917,1350,NA,33376,31251,24760,649,NA,NA,69,23665,NA,NA,708,32952,15590,23043,NA,NA,3150,NA,566,400,69,NA,173,461,8474,17092,29836,33425,33830,"N","7","D",1.884,746,109
"125","B461","","G",399,1,"F",3,"TRUE"," B 461","18-B461","102011","B3",2997,565,675,1409,1273,392,645,2984,770,NA,29101,28226,15750,296,NA,NA,102,20945,NA,NA,630,24609,11495,15906,NA,NA,2464,NA,296,125,NA,NA,NA,248,1922,5134,25142,29232,29247,"G","3","B",19.995,759,109
"126","B461","","G",399,1,"F",3,"TRUE"," B 461","","4022012","B3",5073,1208,1215,2628,1864,1798,2040,8884,1500,433,28058,25472,22529,1933,160,100,435,26943,340,NA,1311,26130,16499,20703,168,NA,4675,191,799,1131,271,81,1396,608,3102,8401,26084,27317,22387,"G","3","B",19.995,759,109
"127","B467","control","control",0,0,"M",3,"FALSE"," B 467","9-B 467","100711","A2",5425,1719,1999,2605,1478,1044,1467,6649,1394,161,22686,22877,23738,1353,NA,NA,386,27556,NA,NA,921,24207,10314,10247,NA,NA,5871,111,771,486,72,345,222,834,3440,15653,25731,26200,26118,"control","2","A",0,761,109
"128","B467","control","control",0,0,"M",3,"FALSE","B 467","9-B467","72612B","A2",4714,1652,1645,3097,742,840,1571,928,1714,382,28544,8097,19917,1908,418,97,2885,26999,113,155,1656,28397,7812,10883,1759,156,4593,1281,877,1665,116,280,79,382,3654,17753,25562,28940,25756,"control","2","A",0,761,109
"129","B467","control","control",0,0,"M",3,"FALSE","B 467","95-B467","72612B","G12",4851,2272,2856,3308,954,1376,1616,704,2068,372,32224,5725,25428,2941,698,185,2264,25510,248,193,964,28715,9554,11900,656,205,5228,100,903,2376,213,370,101,530,2954,12798,28731,33228,29679,"control","12","G",0,761,109
"130","B467","control","control",0,0,"M",3,"FALSE","B 467","9-B467","72612A","A2",6284,2058,2750,3417,1010,1813,2623,1101,2002,451,22046,9540,16720,2386,299,121,747,23828,111,125,1302,22490,7934,13868,1829,132,4742,114,1039,1832,105,215,NA,313,4262,15471,18985,23585,22873,"control","2","A",0,761,109
"131","B467","control","control",0,0,"M",3,"FALSE","B 467","95-B467","72612A","G12",3750,1775,2202,2600,727,590,1331,550,1644,278,26669,4574,21672,2675,496,114,859,21727,162,100,1328,23877,6723,12791,593,146,5172,199,1082,2444,635,536,NA,353,2429,8103,24277,25293,24360,"control","12","G",0,761,109
"132","B5","N","",18.84,1,"F",3,"FALSE"," B 5","10-B5","102011","B2",3272,2331,1883,7027,1871,486,1380,2754,1280,NA,23586,24577,19002,568,NA,NA,417,23074,NA,NA,1648,23990,13657,15068,NA,NA,3073,NA,1429,182,214,NA,90,248,4894,13409,24766,26965,26209,"N","2","B",0.942,282,110
"133","B5","N","",18.84,1,"F",3,"FALSE"," B 5","","4022012","B2",11570,5731,3677,20494,5121,2396,3936,8358,3214,339,25810,26732,22509,3080,115,289,717,29153,1384,105,7549,24623,24730,26670,234,86,10364,196,4798,1598,779,182,456,1082,10323,23725,27814,25374,21115,"N","2","B",0.942,282,110
"134","B508","N","",18.84,1,"M",3,"TRUE"," B 508","46-B508","102011","F6",4434,972,908,2930,1334,565,1103,3234,1333,NA,31539,28421,13270,346,NA,NA,NA,23107,NA,NA,209,32060,29426,30027,NA,NA,8077,NA,992,389,105,91,292,463,9845,17693,27278,31360,31945,"N","6","F",0.942,779,109
"135","B516","","G",399,1,"M",3,"TRUE","B 516","24-B516","102011","H3",876,92,114,172,265,273,162,2701,92,NA,28217,29949,4004,305,NA,NA,140,6065,NA,NA,105,12433,1928,2506,NA,NA,491,64,NA,NA,499,NA,62,106,228,1423,29505,27780,26361,"G","3","H",19.995,785,109
"136","B516","","G",399,1,"M",3,"TRUE"," B 516","","4022012","H3",2428,344,336,664,567,718,400,8681,344,NA,28701,28453,9393,1509,98,NA,177,16361,NA,NA,238,21671,2604,5157,109,NA,1247,125,266,215,246,NA,120,566,778,2479,28912,30397,25006,"G","3","H",19.995,785,109
"137","B518","control","control",0,0,"M",3,"FALSE"," B 518","34-B518","102011","B5",1079,329,412,492,354,295,352,2799,251,NA,27144,32000,2374,336,NA,NA,NA,8931,NA,NA,80,12865,2077,3194,NA,NA,855,NA,80,NA,NA,NA,95,174,719,2217,31638,34289,26876,"control","5","B",0,788,109
"138","B518","control","control",0,0,"M",3,"FALSE"," B 518","","4022012","B5",2561,1254,1014,1395,545,934,1448,10227,913,130,30190,30438,5670,1913,144,97,96,17323,96,NA,123,20960,3319,5798,161,NA,2134,132,329,384,139,NA,4675,351,1202,3537,31320,29329,25252,"control","5","B",0,788,109
"139","B525","","G",399.9,1,"M",3,"FALSE"," B 525","10-B 525","100711","B2",6267,773,620,881,1463,877,1060,9198,699,NA,24475,24346,5383,1132,NA,NA,356,23567,NA,NA,369,26221,5854,10464,NA,NA,2863,330,164,233,NA,NA,57,709,1589,7536,26679,26600,27565,"G","2","B",19.995,793,109
"140","B525","","G",399.9,1,"M",3,"FALSE","B 525","10-B525","72612B","B2",3579,658,742,1290,663,555,676,362,805,291,32244,12174,7147,938,405,NA,7056,28963,93,109,1909,29539,3665,8440,450,128,2707,484,369,1050,309,205,NA,283,1547,12177,32761,34608,32119,"G","2","B",19.995,793,109
"141","B525","","G",399.9,1,"M",3,"FALSE","B 525","10-B525","72612A","B2",4208,734,877,1407,724,622,763,401,846,315,28063,11198,10459,1229,268,NA,1099,25113,NA,76,1871,23968,5102,11351,458,102,3657,1363,1672,1296,130,928,NA,311,2036,11028,26979,27818,25495,"G","2","B",19.995,793,109
"142","B528","","G",197.55,1,"M",3,"FALSE"," B 528","48-B 528","100711","H6",11718,2481,3629,2203,487,2080,2070,10929,2084,304,27417,28791,14598,1345,196,NA,725,33624,NA,NA,696,29366,7083,10254,239,NA,3994,494,836,774,253,213,276,433,3380,12422,32615,29857,30555,"G","6","H",9.8775,969,103
"143","B528","","G",197.55,1,"M",3,"FALSE"," B 528","  95-M B528","120810","G12",856,150,156,NA,NA,137,104,61,86,17,10987,14340,845,NA,NA,NA,NA,4184,NA,NA,14,6226,677,751,NA,NA,97,NA,13,NA,NA,1,7716,17247,271,934,17906,15520,3080,"G","12","G",9.8775,969,103
"144","B528","","G",197.55,1,"M",3,"FALSE","b 528","47-b528","72612B","G6",919,405,628,319,181,210,413,137,442,121,31920,1543,2512,1513,182,NA,92,4650,NA,87,315,9514,1491,4226,695,NA,2364,NA,116,380,1308,88,NA,132,539,1232,36051,28834,11571,"G","6","G",9.8775,969,103
"145","B528","","G",197.55,1,"M",3,"FALSE","b 528","47-b528","72612A","G6",1119,431,787,302,112,173,396,129,434,122,32902,1767,3515,2020,103,NA,141,4951,NA,NA,531,10847,1474,5624,630,NA,1982,305,204,515,637,NA,NA,111,475,1129,34918,29537,11827,"G","6","G",9.8775,969,103
"146","B542","","G",197.55,1,"M",3,"FALSE"," B 542","73-B 542","100711","A10",16222,4294,3926,4454,1338,2135,2501,7504,3300,670,26578,25719,23432,1336,NA,NA,285,23721,NA,NA,813,28085,29301,27652,104,NA,6590,228,1291,1759,60,NA,575,612,12842,24527,26335,22748,21752,"G","10","A",9.8775,994,117
"147","B542","","G",197.55,1,"M",3,"FALSE"," B 542","  96-M B542","120810","H12",247,74,95,9,NA,60,41,18,44,8,5084,3273,1012,1,NA,1,NA,661,NA,NA,NA,2414,589,518,NA,NA,51,NA,3,NA,NA,1,7370,14520,125,437,15725,11551,925,"G","12","H",9.8775,994,117
"148","B542","","G",197.55,1,"M",3,"FALSE","b 542","71-b542","72612B","G9",12468,4779,4620,5525,1018,1191,2972,2283,3661,998,36714,3272,29021,3227,834,265,1626,29721,358,271,6493,34767,37154,37724,478,314,6242,407,1481,7850,309,553,167,846,22974,31166,28515,35152,38305,"G","9","G",9.8775,994,117
"149","B542","","G",197.55,1,"M",3,"FALSE","b 542","71-b542","72612A","G9",15118,5387,4611,5863,1004,1254,3284,2057,3756,1009,29613,3340,29633,2968,483,219,551,26381,264,201,3030,28992,21864,24591,352,200,6956,919,1685,8654,270,410,NA,709,23338,23649,28208,29896,31651,"G","9","G",9.8775,994,117
"150","B56","","G",197.55,1,"F",3,"FALSE"," B 56","5-B56","100711","E1",16710,7938,8491,8085,2719,2296,4615,9785,3874,112,27280,24524,28941,2068,NA,NA,3320,28375,NA,NA,6294,24516,23628,24177,NA,NA,7659,NA,2042,1074,424,111,849,1801,10274,19261,25848,25206,26971,"G","1","E",9.8775,333,109
"151","B56","","G",197.55,1,"F",3,"FALSE","B 56","5-B56","72612B","E1",12403,9042,8736,10607,2918,2448,4573,3250,4850,528,29488,4536,27236,4450,729,282,1318,32253,369,367,8216,31202,29044,30821,381,258,8453,2236,3004,7000,325,726,167,952,14287,24764,23620,24589,30061,"G","1","E",9.8775,333,109
"152","B56","","G",197.55,1,"F",3,"FALSE","B 56","5-B56","72612A","E1",12331,8252,9142,9460,2551,2113,4168,2923,4531,427,24632,3913,24689,4728,376,225,2640,27329,220,223,10249,21769,22046,23105,427,155,8552,616,2723,6320,225,1137,115,810,13731,18211,21598,23969,24295,"G","1","E",9.8775,333,109
"153","B579","","G",399,1,"F",3,"TRUE"," B 579","36-B579","102011","D5",952,119,149,138,NA,114,126,3662,124,NA,6579,19533,473,446,NA,NA,NA,1070,NA,NA,NA,3317,677,1692,102,NA,520,NA,NA,NA,157,NA,NA,58,375,842,33813,23216,5380,"G","5","D",19.995,829,109
"154","B579","","G",399,1,"F",3,"TRUE"," B 579","","4022012","D5",1850,411,1527,576,160,513,420,10189,322,NA,18553,28330,1092,1935,90,NA,391,2162,NA,NA,149,7107,1036,3689,312,NA,1186,123,116,142,311,NA,111,345,560,1308,34162,33311,8506,"G","5","D",19.995,829,109
"155","B61","","G",545.7,1,"M",3,"TRUE"," B 61","16-B61","102011","H2",2969,1108,695,1909,1036,318,767,1726,782,NA,23330,25744,14950,286,NA,NA,194,17620,NA,NA,762,22200,20333,19940,NA,NA,1992,NA,660,254,213,NA,76,131,4050,12534,25847,28261,23662,"G","2","H",27.285,346,109
"156","B61","","G",545.7,1,"M",3,"TRUE"," B 61","","4022012","H2",5159,2440,1594,4363,3103,873,1800,7803,2927,524,25153,22551,24827,1902,90,106,664,21702,330,NA,1249,21934,21504,22946,90,NA,3561,124,1214,1087,659,111,926,431,8254,14674,26242,25024,26523,"G","2","H",27.285,346,109
"157","B62","","G",197.55,1,"F",3,"FALSE"," B 62","4-B 62","100711","D1",21628,7486,7483,23350,10011,2684,7359,10004,6127,499,22201,23754,30560,3370,55,244,1321,28922,NA,162,11185,21842,24250,25616,51,NA,21825,460,7776,1855,1505,536,528,4330,26663,25262,26669,23706,25494,"G","1","D",9.8775,347,109
"158","B62","","G",197.55,1,"F",3,"FALSE","B 62","4-B62","72612B","D1",8361,3198,2880,14477,3976,1192,2673,1759,2778,433,32047,4777,28114,5456,613,265,2290,28229,364,482,7833,31804,27905,28256,400,219,10573,556,3404,3102,405,906,145,845,23167,27194,29439,27544,28475,"G","1","D",9.8775,347,109
"159","B62","","G",197.55,1,"F",3,"FALSE","B 62","4-B62","72612A","D1",7843,2522,2068,11395,3428,1142,2229,1479,2417,294,25046,5080,23718,5480,369,219,1552,23343,265,256,7339,23954,20770,18059,542,210,9287,738,3148,2817,1146,603,208,659,18213,21388,22641,23823,26178,"G","1","D",9.8775,347,109
"160","B66","","G",545.7,1,"F",3,"TRUE"," B 66","23-B66","102011","G3",2491,569,519,1471,1009,291,877,2455,1025,NA,29559,27887,10841,380,NA,NA,NA,22789,NA,NA,355,22023,7687,8907,NA,NA,4440,97,443,295,170,98,72,70,963,4068,25279,29609,27931,"G","3","G",27.285,353,109
"161","B664","control","control",0,0,"F",3,"FALSE"," B 664","7-B 664","100711","G1",5121,711,836,963,2063,965,666,8547,634,132,28084,26411,8012,922,NA,NA,428,25797,NA,NA,1251,26690,15895,20676,NA,NA,2455,NA,180,NA,239,NA,405,1443,3378,9843,26206,24131,28458,"control","1","G",0,879,109
"162","B664","control","control",0,0,"F",3,"FALSE","B 664","7-B664","72612B","G1",2160,620,730,828,881,395,563,324,578,192,29092,2379,6842,828,534,136,284,18597,168,161,1443,28275,11154,16713,187,159,2484,76,291,385,127,249,85,401,2906,8124,25114,30010,29937,"control","1","G",0,879,109
"163","B664","control","control",0,0,"F",3,"FALSE","B 664","93-B664","72612B","E12",2419,559,802,778,472,704,497,210,555,149,32710,6959,7100,1041,481,103,2634,20602,109,117,430,30540,8446,14397,1038,115,2534,NA,268,350,127,234,NA,316,1664,6398,26996,33654,29231,"control","12","E",0,879,109
